1,2,3,4,5,6,7,8,9,10,11
2018/12/14,29-105446,MLD-MD-20036,80,0,2019/1/30,8825,1,0,2018/12/22 17:07,
2018/12/14,29-105449,BON-MD-20023,60,0,2019/1/18,5069,1,0,2018/12/22 17:07,
2018/12/14,29-105449,MLD-MD-20035,70,0,2019/1/21,4839,1,0,2018/12/22 17:07,
2018/12/14,29-105449,MLD-MD-20036,80,0,2019/1/21,2339,1,0,2018/12/22 17:07,
2018/12/17,29-105332,MLD-MD-20031,110,0,2019/1/9,13195,1,0,2018/12/22 17:07,
2018/12/17,29-105332,MLD-MD-20032,120,0,2019/1/9,13195,1,0,2018/12/22 17:07,
2018/12/17,29-105335,MLD-MD-20031,110,0,2019/1/16,4060,1,0,2018/12/22 17:07,2019/1/10 14:10
2018/12/17,29-105335,MLD-MD-20032,120,0,2019/1/16,4060,1,0,2018/12/22 17:07,2019/1/10 14:11
2018/12/17,29-105336,MLD-MD-20031,110,1,2019/1/11,4800,0,0,2018/12/22 17:07,2019/1/10 14:06
2018/12/17,29-105336,MLD-MD-20031,110,2,2019/1/16,2021,1,0,2019/1/10 14:06,
2018/12/17,29-105336,MLD-MD-20032,120,1,2019/1/11,4800,0,0,2018/12/22 17:07,2019/1/10 14:07
2018/12/17,29-105336,MLD-MD-20032,120,2,2019/1/16,2021,1,0,2019/1/10 14:07,
2018/12/17,29-105428,MLD-MD-20031,120,1,2019/1/16,4218,0,0,2018/12/22 17:07,2019/1/19 16:35
2018/12/17,29-105428,MLD-MD-20031,120,2,2019/1/22,3862,0,0,2019/1/15 17:24,2019/1/19 17:40
2018/12/17,29-105428,MLD-MD-20032,130,1,2019/1/16,3418,0,0,2018/12/22 17:07,2019/1/15 17:24
2018/12/17,29-105428,MLD-MD-20032,130,2,2019/1/22,4662,1,0,2019/1/15 17:24,2019/1/19 15:00
2018/12/17,29-105432,MLD-MD-20031,120,0,2019/1/16,162,1,0,2018/12/22 17:07,2019/1/10 14:10
2018/12/17,29-105432,MLD-MD-20032,130,0,2019/1/16,162,1,0,2018/12/22 17:07,2019/1/10 14:11
2018/12/17,29-105446,MLD-MD-20031,110,0,2019/1/22,8825,1,0,2018/12/22 17:07,2019/1/19 15:18
2018/12/17,29-105446,MLD-MD-20032,120,0,2019/1/22,8825,1,0,2018/12/22 17:07,2019/1/19 15:18
2018/12/17,29-105449,MLD-MD-20031,110,0,2019/1/16,2339,1,0,2018/12/22 17:07,2019/1/10 14:10
2018/12/17,29-105449,MLD-MD-20032,120,0,2019/1/16,2339,1,0,2018/12/22 17:07,2019/1/10 14:11
2018/12/19,29-105428,MLD-EX-20002,280,0,2019/2/4,16000,1,0,2018/12/22 17:07,
2018/12/19,29-105432,MLD-EX-20002,270,0,2019/1/30,320,1,0,2018/12/22 17:07,
2018/12/19,29-105435,MLD-EX-20002,250,0,2019/1/28,10000,1,0,2018/12/22 17:07,
2018/12/19,29-105439,MLD-EX-20002,240,0,2019/1/30,4000,1,0,2018/12/22 17:07,
2018/12/19,29-105440,MLD-EX-20002,220,0,2019/1/30,512,1,0,2018/12/22 17:07,
2018/12/19,29-105443,MLD-EX-20002,220,0,2019/1/30,768,1,0,2018/12/22 17:07,
2018/12/19,29-105446,MLD-EX-20002,250,0,2019/2/6,17388,1,0,2018/12/22 17:07,
2018/12/19,29-105450,MLD-EX-20002,210,0,2019/2/8,12000,1,0,2018/12/22 17:07,
2018/12/19,29-105465,MLD-EX-20002,220,0,2019/1/30,512,1,0,2018/12/22 17:07,2018/12/28 13:31
2018/12/19,29-521387,MLD-EX-20002,250,0,2019/1/30,390,1,0,2018/12/22 17:07,
2018/12/19,98-293984,MLD-EX-20002,250,0,2019/1/30,92,1,0,2018/12/22 17:07,
2018/12/27,29-105484,MLD-EX-20002,240,0,2019/2/13,12480,1,0,2019/1/7 18:07,
2018/12/27,29-105487,MLD-EX-20002,250,0,2019/1/30,12480,1,0,2019/1/7 18:07,
2018/12/27,29-105491,MLD-EX-20002,200,0,2019/1/28,12480,1,0,2019/1/7 18:07,
2018/12/27,29-105498,MLD-EX-20002,200,0,2019/1/28,12480,1,0,2019/1/7 18:07,
2018/12/27,29-105502,MLD-EX-20002,200,0,2019/2/1,24960,1,0,2019/1/7 18:07,
2018/12/27,29-105520,MLD-EX-20002,260,0,2019/2/15,320,1,0,2019/1/7 18:07,
2018/12/27,29-521351,MLD-EX-20002,130,0,2019/2/15,3100,1,0,2019/1/7 18:07,
2018/12/27,29-521379,MLD-EX-20002,250,0,2019/2/15,1000,1,0,2019/1/7 18:07,
2018/12/27,29-521380,MLD-EX-20002,250,0,2019/2/15,1000,1,0,2019/1/7 18:07,
2018/12/27,29-521381,MLD-EX-20001,250,0,2019/2/4,806,1,0,2019/1/7 18:07,
2018/12/27,29-521395,MLD-EX-20002,230,0,2019/2/15,40,1,0,2019/1/7 18:07,
2018/12/27,29-521421,MLD-EX-20002,250,0,2019/2/15,60,1,0,2019/1/7 18:07,
2018/12/27,29-521428,MLD-EX-20002,240,0,2019/2/15,600,1,0,2019/1/7 18:07,
2018/12/27,29-521432,MLD-EX-20002,240,0,2019/2/15,606,1,0,2019/1/7 18:07,
2018/12/27,29-521435,MLD-EX-20001,240,0,2019/2/4,600,1,0,2019/1/7 18:07,
2018/12/27,97-297958,BON-NDS-20002,80,0,2019/1/23,180,1,0,2019/1/7 18:07,2019/1/19 15:20
2018/12/27,97-297958,CAS-NDS-20001,90,0,2019/1/25,90,1,0,2019/1/7 18:07,
2018/12/27,97-297958,CAS-NDS-20002,100,0,2019/1/23,90,1,0,2019/1/7 18:07,
2018/12/27,97-297958,MLD-NDS-20001,120,0,2019/1/16,180,1,0,2019/1/7 18:07,
2018/12/27,97-297958,MLD-NDS-20002,110,0,2019/1/16,180,1,0,2019/1/7 18:07,
2018/12/27,97-297965,BON-NDS-20002,50,0,2019/1/23,50,1,0,2019/1/7 18:07,2019/1/19 15:20
2018/12/27,97-297965,CAS-NDS-20001,60,0,2019/1/25,29,1,0,2019/1/7 18:07,
2018/12/27,97-297965,CAS-NDS-20002,70,0,2019/1/23,29,1,0,2019/1/7 18:07,
2018/12/27,97-297965,MLD-NDS-20001,90,0,2019/1/16,50,1,0,2019/1/7 18:07,
2018/12/27,97-297965,MLD-NDS-20002,80,0,2019/1/16,50,1,0,2019/1/7 18:07,
2018/12/27,98-294029,MLD-EX-20001,230,0,2019/2/4,60,1,0,2019/1/7 18:07,
2018/12/27,98-294052,MLD-EX-20001,210,0,2019/2/4,60,1,0,2019/1/7 18:07,
2018/12/27,98-294055,MLD-EX-20002,210,0,2019/2/15,60,1,0,2019/1/7 18:07,
2018/12/27,98-294088,MLD-EX-20002,230,0,2019/2/15,40,1,0,2019/1/7 18:07,
2019/1/10,29-105591,MLD-MD-20031,110,0,2019/2/1,1949,1,0,2019/1/11 12:55,
2019/1/10,29-105591,MLD-MD-20032,120,0,2019/2/1,1949,1,0,2019/1/11 12:55,
2019/1/10,29-105594,MLD-MD-20031,110,0,2019/2/4,9525,1,0,2019/1/11 12:55,
2019/1/10,29-105594,MLD-MD-20032,120,0,2019/2/4,9525,1,0,2019/1/11 12:55,
2019/1/10,29-105598,MLD-MD-20031,110,0,2019/2/1,4093,1,0,2019/1/11 12:55,
2019/1/10,29-105598,MLD-MD-20032,120,0,2019/2/1,4093,1,0,2019/1/11 12:55,
