ﾃﾞｰﾀ処理NO,情報区分ｺｰﾄﾞ,ﾃﾞｰﾀ作成日,発注者ｺｰﾄﾞ,受注者ｺｰﾄﾞ,発注部門ｺｰﾄﾞ,製造番号,訂正ｺｰﾄﾞ,ｺｯｸ区分,単位,支給区分,購買担当,材質規格寸法,仕様書有無,版数,品名,受注者品名ｺｰﾄﾞ,発注者品名ｺｰﾄﾞ,荷姿,納期,所要計画数量,備考,計画番号,計画年月日,標準納入日数,ｴﾝﾄﾞﾕｰｻﾞｰ名,指定ﾒｰｶｰ名,所要期間,契約条件区分,機種ｺｰﾄﾞ,戦略物資区分,発注品仕様,発注部門名,購買担当K,材質規格寸法K,品名K,備考K,ｴﾝﾄﾞﾕｰｻﾞｰ名K,指定ﾒｰｶｰ名K,機種名K,発注品仕様K,発注部門名K
233,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/9,1100,,C0035222763,2019/11/30,0,,,0,,,,,,,,,,,,,,
234,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/10,700,,C0035222764,2019/11/30,0,,,0,,,,,,,,,,,,,,
235,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾁｮｳｾｲｱｼ,,P0335-36420,,2020/1/15,4320,,C0035222973,2019/11/30,0,,,0,,,,,,,,,,,,,,
236,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/6,1700,,C0035223091,2019/11/30,0,,,0,,,,,,,,,,,,,,
237,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/7,1600,,C0035223092,2019/11/30,0,,,0,,,,,,,,,,,,,,
238,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/8,1700,,C0035223093,2019/11/30,0,,,0,,,,,,,,,,,,,,
239,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/9,1700,,C0035223094,2019/11/30,0,,,0,,,,,,,,,,,,,,
240,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/10,1700,,C0035223095,2019/11/30,0,,,0,,,,,,,,,,,,,,
241,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｱﾅｶﾊﾞ-,,P0128-39020,,2020/1/9,500,,C0035223190,2019/11/30,0,,,0,,,,,,,,,,,,,,
242,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/6,180,,C0035223249,2019/11/30,0,,,0,,,,,,,,,,,,,,
243,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/7,180,,C0035223250,2019/11/30,0,,,0,,,,,,,,,,,,,,
244,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/8,180,,C0035223251,2019/11/30,0,,,0,,,,,,,,,,,,,,
245,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/9,180,,C0035223252,2019/11/30,0,,,0,,,,,,,,,,,,,,
246,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/10,90,,C0035223253,2019/11/30,0,,,0,,,,,,,,,,,,,,
247,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/6,360,,C0035223560,2019/11/30,0,,,0,,,,,,,,,,,,,,
248,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/7,660,,C0035223561,2019/11/30,0,,,0,,,,,,,,,,,,,,
249,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/8,420,,C0035223562,2019/11/30,0,,,0,,,,,,,,,,,,,,
250,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/9,360,,C0035223563,2019/11/30,0,,,0,,,,,,,,,,,,,,
251,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/10,720,,C0035223564,2019/11/30,0,,,0,,,,,,,,,,,,,,
252,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/6,756,,C0035223733,2019/11/30,0,,,0,,,,,,,,,,,,,,
253,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/7,864,,C0035223734,2019/11/30,0,,,0,,,,,,,,,,,,,,
254,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/8,648,,C0035223735,2019/11/30,0,,,0,,,,,,,,,,,,,,
255,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/9,864,,C0035223736,2019/11/30,0,,,0,,,,,,,,,,,,,,
256,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/10,756,,C0035223737,2019/11/30,0,,,0,,,,,,,,,,,,,,
257,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/6,360,,C0035223878,2019/11/30,0,,,0,,,,,,,,,,,,,,
258,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/8,288,,C0035223879,2019/11/30,0,,,0,,,,,,,,,,,,,,
259,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/9,360,,C0035223880,2019/11/30,0,,,0,,,,,,,,,,,,,,
260,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/1/6,4700,,C0035224107,2019/11/30,0,,,0,,,,,,,,,,,,,,
261,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾞｸﾄA,,P2297-46010S,,2020/1/6,300,,C0035224302,2019/11/30,0,,,0,,,,,,,,,,,,,,
262,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/1/8,5000,,C0035224314,2019/11/30,0,,,0,,,,,,,,,,,,,,
263,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/1/14,5000,,C0035224315,2019/11/30,0,,,0,,,,,,,,,,,,,,
264,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/8,3000,,C0035224607,2019/11/30,0,,,0,,,,,,,,,,,,,,
265,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/10,4000,,C0035224608,2019/11/30,0,,,0,,,,,,,,,,,,,,
266,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/15,3000,,C0035224609,2019/11/30,0,,,0,,,,,,,,,,,,,,
267,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/17,3000,,C0035224610,2019/11/30,0,,,0,,,,,,,,,,,,,,
268,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/6,1700,,C0035225127,2019/11/30,0,,,0,,,,,,,,,,,,,,
269,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/7,1500,,C0035225128,2019/11/30,0,,,0,,,,,,,,,,,,,,
270,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/8,1600,,C0035225129,2019/11/30,0,,,0,,,,,,,,,,,,,,
271,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/9,1600,,C0035225130,2019/11/30,0,,,0,,,,,,,,,,,,,,
272,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/10,1600,,C0035225131,2019/11/30,0,,,0,,,,,,,,,,,,,,
273,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/1/6,100,,C0035225194,2019/11/30,0,,,0,,,,,,,,,,,,,,
274,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/1/9,100,,C0035225195,2019/11/30,0,,,0,,,,,,,,,,,,,,
275,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/6,90,,C0035225253,2019/11/30,0,,,0,,,,,,,,,,,,,,
276,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/8,90,,C0035225267,2019/11/30,0,,,0,,,,,,,,,,,,,,
277,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/10,90,,C0035225268,2019/11/30,0,,,0,,,,,,,,,,,,,,
278,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/8,1600,,C0035228166,2019/11/30,0,,,0,,,,,,,,,,,,,,
279,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/9,1600,,C0035228167,2019/11/30,0,,,0,,,,,,,,,,,,,,
280,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/10,1600,,C0035228168,2019/11/30,0,,,0,,,,,,,,,,,,,,
281,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/14,1600,,C0035228169,2019/11/30,0,,,0,,,,,,,,,,,,,,
282,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/15,1600,,C0035228170,2019/11/30,0,,,0,,,,,,,,,,,,,,
283,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/16,1600,,C0035228171,2019/11/30,0,,,0,,,,,,,,,,,,,,
284,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/17,1600,,C0035228172,2019/11/30,0,,,0,,,,,,,,,,,,,,
285,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67360,,2020/1/10,60,,C0035228408,2019/11/30,0,,,0,,,,,,,,,,,,,,
286,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/6,1110,,C0035228427,2019/11/30,0,,,0,,,,,,,,,,,,,,
287,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/7,810,,C0035228428,2019/11/30,0,,,0,,,,,,,,,,,,,,
288,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/8,930,,C0035228429,2019/11/30,0,,,0,,,,,,,,,,,,,,
289,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/9,1110,,C0035228430,2019/11/30,0,,,0,,,,,,,,,,,,,,
290,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/10,780,,C0035228431,2019/11/30,0,,,0,,,,,,,,,,,,,,
291,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/6,1110,,C0035228543,2019/11/30,0,,,0,,,,,,,,,,,,,,
292,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/7,810,,C0035228544,2019/11/30,0,,,0,,,,,,,,,,,,,,
293,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/8,930,,C0035228545,2019/11/30,0,,,0,,,,,,,,,,,,,,
294,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/9,1110,,C0035228546,2019/11/30,0,,,0,,,,,,,,,,,,,,
295,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/10,780,,C0035228547,2019/11/30,0,,,0,,,,,,,,,,,,,,
296,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/1/22,9280,,C0035229523,2019/11/30,0,,,0,,,,,,,,,,,,,,
297,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/8,1600,,C0035230461,2019/11/30,0,,,0,,,,,,,,,,,,,,
298,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/10,3600,,C0035230462,2019/11/30,0,,,0,,,,,,,,,,,,,,
299,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/15,2800,,C0035230463,2019/11/30,0,,,0,,,,,,,,,,,,,,
300,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/17,4800,,C0035230464,2019/11/30,0,,,0,,,,,,,,,,,,,,
301,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/8,1800,,C0035231730,2019/11/30,0,,,0,,,,,,,,,,,,,,
302,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/9,1200,,C0035231731,2019/11/30,0,,,0,,,,,,,,,,,,,,
303,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/10,1800,,C0035231732,2019/11/30,0,,,0,,,,,,,,,,,,,,
304,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/14,1200,,C0035231733,2019/11/30,0,,,0,,,,,,,,,,,,,,
305,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/15,1800,,C0035231734,2019/11/30,0,,,0,,,,,,,,,,,,,,
306,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/16,1200,,C0035231735,2019/11/30,0,,,0,,,,,,,,,,,,,,
307,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/17,1800,,C0035231736,2019/11/30,0,,,0,,,,,,,,,,,,,,
308,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/14,300,,D0035212319,2019/11/30,0,,,0,,,,,,,,,,,,,,
309,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/15,300,,D0035212320,2019/11/30,0,,,0,,,,,,,,,,,,,,
310,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/17,400,,D0035212321,2019/11/30,0,,,0,,,,,,,,,,,,,,
311,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/21,300,,D0035212322,2019/11/30,0,,,0,,,,,,,,,,,,,,
312,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾊﾝｶﾞ,,P0170-96500,,2020/1/21,500,,D0035212659,2019/11/30,0,,,0,,,,,,,,,,,,,,
313,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｰﾊﾞﾝﾄﾞA,,P0171-06F00,,2020/1/14,100,,D0035212711,2019/11/30,0,,,0,,,,,,,,,,,,,,
314,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/14,3000,,D0035214385,2019/11/30,0,,,0,,,,,,,,,,,,,,
315,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/15,3400,,D0035214386,2019/11/30,0,,,0,,,,,,,,,,,,,,
316,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/16,3400,,D0035214387,2019/11/30,0,,,0,,,,,,,,,,,,,,
317,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/17,3200,,D0035214388,2019/11/30,0,,,0,,,,,,,,,,,,,,
318,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/21,3200,,D0035214389,2019/11/30,0,,,0,,,,,,,,,,,,,,
319,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/14,3200,,D0035214625,2019/11/30,0,,,0,,,,,,,,,,,,,,
320,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/15,3400,,D0035214626,2019/11/30,0,,,0,,,,,,,,,,,,,,
321,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/16,3600,,D0035214627,2019/11/30,0,,,0,,,,,,,,,,,,,,
322,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/17,3000,,D0035214628,2019/11/30,0,,,0,,,,,,,,,,,,,,
323,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/21,3400,,D0035214629,2019/11/30,0,,,0,,,,,,,,,,,,,,
324,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/14,200,,D0035215095,2019/11/30,0,,,0,,,,,,,,,,,,,,
325,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/15,100,,D0035215096,2019/11/30,0,,,0,,,,,,,,,,,,,,
326,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/1/17,200,,D0035215097,2019/11/30,0,,,0,,,,,,,,,,,,,,
327,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/14,572,,D0035215270,2019/11/30,0,,,0,,,,,,,,,,,,,,
328,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/15,676,,D0035215271,2019/11/30,0,,,0,,,,,,,,,,,,,,
329,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/16,728,,D0035215272,2019/11/30,0,,,0,,,,,,,,,,,,,,
330,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/17,624,,D0035215273,2019/11/30,0,,,0,,,,,,,,,,,,,,
331,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/1/21,676,,D0035215274,2019/11/30,0,,,0,,,,,,,,,,,,,,
332,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/14,1620,,D0035215733,2019/11/30,0,,,0,,,,,,,,,,,,,,
333,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/15,1620,,D0035215734,2019/11/30,0,,,0,,,,,,,,,,,,,,
334,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/16,1485,,D0035215735,2019/11/30,0,,,0,,,,,,,,,,,,,,
335,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/17,1620,,D0035215736,2019/11/30,0,,,0,,,,,,,,,,,,,,
336,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/1/21,1485,,D0035215737,2019/11/30,0,,,0,,,,,,,,,,,,,,
337,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/1/15,100,,D0035215931,2019/11/30,0,,,0,,,,,,,,,,,,,,
338,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/1/16,100,,D0035215932,2019/11/30,0,,,0,,,,,,,,,,,,,,
339,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/14,1500,,D0035217151,2019/11/30,0,,,0,,,,,,,,,,,,,,
340,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/15,1500,,D0035217152,2019/11/30,0,,,0,,,,,,,,,,,,,,
341,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/16,1800,,D0035217153,2019/11/30,0,,,0,,,,,,,,,,,,,,
342,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/17,1800,,D0035217154,2019/11/30,0,,,0,,,,,,,,,,,,,,
343,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/1/21,1500,,D0035217155,2019/11/30,0,,,0,,,,,,,,,,,,,,
344,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/1/16,138,,D0035217355,2019/11/30,0,,,0,,,,,,,,,,,,,,
345,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/1/21,69,,D0035217356,2019/11/30,0,,,0,,,,,,,,,,,,,,
346,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/14,700,,D0035217396,2019/11/30,0,,,0,,,,,,,,,,,,,,
347,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/15,700,,D0035217397,2019/11/30,0,,,0,,,,,,,,,,,,,,
348,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/16,900,,D0035217398,2019/11/30,0,,,0,,,,,,,,,,,,,,
349,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/17,700,,D0035217399,2019/11/30,0,,,0,,,,,,,,,,,,,,
350,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/1/21,700,,D0035217400,2019/11/30,0,,,0,,,,,,,,,,,,,,
